x y
1304.732081725516 1409.2983444454235
1512.2078177932353 1289.257337447547
1199.125058903736 286.3466323022883
387.1962372545074 1207.7734312773384
285.7858755068735 85.57125326015404
1504.9816579033456 1303.9352271447965
1493.5650811827122 1312.399047909059
1085.8196220437712 499.522451742787
1193.0194708142997 295.3523388888203
114.94620231272486 885.7006109089223
1304.6193701976777 1405.8102059300022
1509.7110879803595 1298.0620145618127
1107.249609239811 498.32384321918425
315.2206327038864 110.46558682964559
1097.245725972924 489.90197704127064
92.66839080395306 894.8936948359358
712.880369230762 1087.2394744689252
1100.4153988210808 497.0789287654916
1506.380125796768 1301.8564363232588
297.6057079615077 99.48007621649079
811.1116514059444 595.3076131398104
1293.6260788112038 1397.1879903946508
306.72446470463666 99.5840847188688
1192.805074634814 302.54417291745614
1504.5233010308718 1300.2816760520213
1306.1934017957967 1399.8277972253168
1205.4403330201817 304.4170345762845
79.18829888016425 886.1347628885036
1510.1959599269 1292.0673788619938
1307.407948430778 1396.0461290778865
1508.1414609427993 1295.1310810863692
800.7044587666222 600.562708957354
1116.1703249888933 482.58399296873836
1499.0681664064937 1299.1660757798554
409.37882506763407 1207.7966086001322
709.1126183490499 1096.247202880782
297.0666254686644 117.68498975183925
116.14626666422059 902.744378733212
806.6829674997306 589.7661914321925
707.8457243785797 1091.854811251009
381.0120908838797 1198.4853562829248
1094.6145177171022 522.6405831781958
1288.2829372624963 1393.9678587605847
782.990068055041 597.4426819972429
100.7136505582615 891.9178049163547
709.1883759484786 1097.5608218050338
85.18649616795452 902.7239385719362
87.99427990094108 904.6583542458213
1502.8397218502014 1298.4408383521336
1300.6578766530372 1406.7706588907627
697.1483832881624 1103.2709822325041
1207.876479394138 313.1216359184082
704.2183192377923 1102.6553572136368
708.0946800167818 1114.9748502128418
1096.3806232349827 484.486941921328
1199.413896653557 310.406573946295
690.8591312283614 1091.8031708286624
386.4846309431917 1197.9608473036474
407.00962460732626 1193.092281744796
399.90075613209706 1201.9945779768839
706.70344185057 1106.3482374857456
800.3541266474974 584.7373653072096
1195.2352645081014 300.76478156897775
1189.3572021286436 307.3831435403504
1294.3938814890307 1386.6447308757513
294.20044379506913 109.6337743655382
277.13242835183917 113.10054927855407
1100.0687677113403 499.72105908169095
385.82211232170226 1197.3459818581932
297.15736543283487 108.37078861046429
1106.025679637621 500.63151490559716
92.92473855621886 904.7680338827231
1203.2681877209739 305.7072819801489
397.3601518264744 1208.60677180696
816.6670807286245 609.6372289007127
723.1026051344054 1099.4310660325523
97.62136686734291 899.8310262149292
1304.0743172787709 1398.7320270045059
414.22378804797563 1198.6327886069987
1098.129743428103 506.0880143678542
313.75967005308127 88.62896423236029
393.7317312934177 1196.8200737607722
280.9687863799597 106.45198958229986
798.3812982074768 591.6409158594508
1303.1355888930698 1398.531623805323
94.71954269865739 923.6659221075984
811.2462498203008 600.5914895246787
813.6301239915133 602.2434008278293
790.6293141561532 594.2590395765257
1218.9066714031867 308.0585918993524
